name,url,category,chemistry,chemistry html,IMA Symbol,Strunz class,crystal system,crystal class,crystal class symbol,H-M symbol,color,cleavage,mohs,streak,gravity,luster,habit,varieties,summary
Calaverite,https://en.wikipedia.org/wiki/Calaverite,Telluride mineral,AuTe2,AuTe<sub>2</sub>,Clv,2.EA.10,Monoclinic,Prismatic,2/m,2/m,Brass yellow to silver white,None,2.5-3,Green to yellow grey,9.1–9.3,Metallic,"Bladed and slender striated prisms, also massive granular",,"Calaverite, or gold telluride, is an uncommon telluride of gold, a metallic mineral with the chemical formula AuTe2, with approximately 3% of the gold replaced by silver. It was first discovered in Calaveras County, California in 1861, and was named for the county in 1868."
Calciborite,https://en.wikipedia.org/wiki/Calciborite,Inoborates,CaB2O4,CaB<sub>2</sub>O<sub>4</sub>,Cbo,6.BC.10,Orthorhombic,Dipyramidal,mmm,2/m 2/m 2/m,White,None,3.5,White,2.878,Vitreous,Prismatic crystals and radial clusters,,"Calciborite, CaB2O4, is a rare calcium borate mineral."
Calcite,https://en.wikipedia.org/wiki/Calcite,Carbonate minerals,CaCO3,CaCO<sub>3</sub>,,5.AB.05,Trigonal,Hexagonal scalenohedral,3m,3 2/m,Typically colorless or white - may have shades of various colors,Perfect on {1011} three directions with angle of 74° 55',3 (defining mineral),White,2.71,Vitreous to pearly on cleavage surfaces,"Crystalline, granular, stalactitic, concretionary, massive, rhombohedral",,"Calcite is a carbonate mineral and the most stable polymorph of calcium carbonate (CaCO3). It is a very common mineral, particularly as a component of limestone. Calcite defines hardness 3 on the Mohs scale of mineral hardness, based on scratch hardness comparison. Large calcite crystals are used in optical equipment, and limestone composed mostly of calcite has numerous uses."
Calderite,https://en.wikipedia.org/wiki/Calderite,Silicate mineral,(Mn2+Ca)3(Fe3+Al)2(SiO4)3,(Mn<sup>2+</sup>Ca)<sub>3</sub>(Fe<sup>3+</sup>Al)<sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>,Cdr,9.AD.25,Cubic,Hexoctahedral,m3m,4/m 3 2/m,brownish red to brownish yellow,None,6.5-7.5,white,3.756,Vitreous,,,"Calderite is a mineral in the garnet group with the chemical formula (Mn2+, Ca)3(Fe3+, Al)2(SiO4)3."
Caledonite,https://en.wikipedia.org/wiki/Caledonite,Sulfate minerals,Cu2Pb5(OH)6CO3(SO4)3,Cu<sub>2</sub>Pb<sub>5</sub>(OH)<sub>6</sub>CO<sub>3</sub>(SO<sub>4</sub>)<sub>3</sub>,Cdo,7.BC.50,Orthorhombic,Pyramidal,mm2,mm2,Blue; green,[001] perfect; [100] distinct,2.5 - 3,Green-white; blue-green,5.6 - 5.8,Vitreous,Typically striated prismatic or tabular crystals; radial aggregates,,"Caledonite, whose name derives from Caledonia, the historical name of its place of discovery (Scotland), is a richly colored blue-green sulfate-carbonate mineral of lead and copper with an orthorhombic crystal structure. It is an uncommon mineral found in the oxidized zones of copper-lead deposits."
Calomel,https://en.wikipedia.org/wiki/Calomel,Halide mineral,(Hg2)2+Cl2,(Hg<sub>2</sub>)<sup>2+</sup>Cl<sub>2</sub>,Clo,3.AA.30,Tetragonal,Ditetragonal dipyramidal 4/mmm (4/m 2/m 2/m) -,,,"Colorless, white, grayish, yellowish white, yellowish grey to ash-grey, brown","Good on {110}, uneven to imperfect on {011}",1.5,,7.5,Adamantine,"Crystals commonly tabular to prismatic, equant pyramidal; common as drusy crusts,earthy, massive.",,Calomel is a mercury chloride mineral with formula Hg2Cl2 (see mercury(I) chloride). The name derives from Greek kalos (beautiful) and melas (black) because it turns black on reaction with ammonia. This was known to alchemists.
Calumetite,https://en.wikipedia.org/wiki/Calumetite,Halide minerals,"Cu(OH,Cl)2•2(H2O)","Cu(OH,Cl)<span>2</sub></span>O)",Clu,3.DA.40,Orthorhombic,Unknown space group,,,,,2,,,,,,"Calumetite is a natural rarely occurring mineral. It was discovered in 1963 at the Centennial Mine near Calumet, Michigan, United States. Calumetite was first discovered along with anthonyite. It has a chemical formula of Cu(OH,Cl)2•2(H2O)."
Campigliaite,https://en.wikipedia.org/wiki/Campigliaite,Copper oxysalt mineral,Cu4Mn(SO4)2(OH)6·4H2O,Cu<sub>4</sub>Mn(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>·4H<sub>2</sub>O,Cpg,7.DD.30,Monoclinic,Spheroidal,2,2,Pale blue to pale greenish blue,Perfect on {100},,,3.0,Vitreous,Typically as clusters or tufts of elongated or bladed crystals,,"Campigliaite is a copper and manganese sulfate mineral with a chemical formula of Cu4Mn(SO4)2(OH)6·4H2O. It has a chemical formula and also a crystal structure similar to niedermayrite, with Cd(II) cation replacing by Mn(II). The formation of campigliaite is related to the oxidation of sulfide minerals to form sulfate solutions with ilvaite associated with the presence of manganese. Campigliaite is a rare secondary mineral formed when metallic sulfide skarn deposits are oxidized. While there are several related associations, there is no abundant source for this mineral due to its rare process of formation. Based on its crystallographic data and chemical formula, campigliaite is placed in the devillite group and considered the manganese analogue of devillite. Campigliaite belongs to the copper oxysalt minerals as well followed by the subgroup M=M-T sheets. The infinite sheet structures that campigliaite has are characterized by strongly bonded polyhedral sheets, which are linked in the third dimension by weaker hydrogen bonds."
Canasite,https://en.wikipedia.org/wiki/Canasite,Mineral,K3Na3Ca5Si12O30(OH)4,K<sub>3</sub>Na<sub>3</sub>Ca<sub>5</sub>Si<sub>12</sub>O<sub>30</sub>(OH)<sub>4</sub>,Cns,09.DG.80,Monoclinic,Monoclinic-Prismatic,,,"Brownish Yellow, Green Yellow, Light Green","Perfect 1 direction, good 1 direction",5 - 6,"White, Clear",2.707,Vitreous,,"Fluorcanasite (None), Frankamenite (None)","Canasite is a mineral whose name is derived from its chemical composition of calcium (Ca), sodium (Na), and silicon (Si). It was approved in 1959 by IMA."
Canavesite,https://en.wikipedia.org/wiki/Canavesite,Carboborate Mineral,Mg2(HBO3)(CO3)∙5H2O,Mg<sub>2</sub>(HBO<sub>3</sub>)(CO<sub>3</sub>)∙5H<sub>2</sub>O,Cnv,6.HA.50,Monoclinic,Prismatic,2/m,2/m,milky white to colorless,"on {h01}, on one or more sets",,white,,"vitreous, silky in aggregates",Acicular - Occurs as needle-like crystal and Rosette - Bundled tabular aggregates resembling rose flower petals,,"Canavesite, Mg2(HBO3)(CO3)∙5H2O, is a rare carboborate mineral from the abandoned Brosso mine in Italy. Canavesite is a secondary mineral that occurs due to the weathering of ludwigite-magnetite skarn on the surface of mine walls.  The physical properties consist of milky-white rosette-like aggregates of elongated transparent fibers shown in figure one. It has the crystal symmetry of a monoclinic with a diffraction symbol of 2/mP-/-."
Cancrinite,https://en.wikipedia.org/wiki/Cancrinite,Feldspathoid,Na6Ca2[(CO3)2|Al6Si6O24]·2H2O,Na<sub>6</sub>Ca<sub>2</sub>[(CO<sub>3</sub>)<sub>2</sub>|Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>]·2H<sub>2</sub>O,Ccn,9.FB.05,Hexagonal,Pyramidal,6,6,"Grey-green, white, yellow, blue, orange, reddish","Perfect on {1010}, poor on {0001}",5–6,White,2.42 – 2.51,"Vitreous, greasy, pearly",Rare as prismatic crystals; typically massive,,"Cancrinite is a complex carbonate and silicate of sodium, calcium and aluminium with the formula Na6Ca2[(CO3)2|Al6Si6O24]·2H2O. It is classed as a member of the feldspathoid group of minerals; the alkali feldspars that are poor in silica. Yellow, orange, pink, white or even blue, it has a vitreous or pearly luster; a hardness of 5–6 and an uneven conchoidal fracture. It is unusual among the silicate minerals in that it will effervesce with hydrochloric acid due to the associated carbonate ions."
Canfieldite,https://en.wikipedia.org/wiki/Canfieldite,Sulfide minerals,Ag8SnS6,Ag<sub>8</sub>SnS<sub>6</sub>,Cfi,2.BA.70,Orthorhombic,Pyramidal,mm2,mm2,Steel gray with reddish tint,,2+1⁄2,Greyish black,,Metallic,,,"Canfieldite is a rare silver tin sulfide mineral with formula: Ag8SnS6. The mineral typically contains variable amounts of germanium substitution in the tin site and tellurium in the sulfur site. There is a complete series between canfieldite and its germanium analogue, argyrodite. It forms black orthorhombic crystals which often appear to be cubic in form due to twinning. The most typical form is as botryoidal rounded grape-like masses. Its Mohs hardness is 2.5 and the specific gravity is 6.28. Canfieldite exhibits conchoidal fracturing and no cleavage."
Carletonite,https://en.wikipedia.org/wiki/Carletonite,Phyllosilicate,"KNa4Ca4(CO3)4Si8O18(F,OH)·(H2O)","KNa<sub>4</sub>Ca<sub>4</sub>(CO<sub>3</sub>)<sub>4</sub>Si<sub>8</sub>O<sub>18</sub>(F,OH)·(H<sub>2</sub>O)",Cto,9.EB.20,Tetragonal,Ditetragonal dipyramidal,4/mmm,4/m 2/m 2/m,,"Perfect on {001}, good on {110}",4 - 4+1⁄2,White,2.45,,"Prismatic crystals, massive",,"Carletonite is a rare silicate mineral with formula KNa4Ca4(CO3)4Si8O18(F,OH)·(H2O)."
Carlosruizite,https://en.wikipedia.org/wiki/Carlosruizite,Sulfate mineral,"K6(Na,K)4Na6Mg10(SeO4)12(IO3)12·12H2O","K<sub>6</sub>(Na,K)<sub>4</sub>Na<sub>6</sub>Mg<sub>10</sub><br/>(SeO<sub>4</sub>)<sub>12</sub>(IO<sub>3</sub>)<sub>12</sub><br/>·12H<sub>2</sub>O",Crz,7.DG.40,Trigonal,Hexagonal scalenohedral,3m,3 2/m,Colorless to pale yellow,{110} Good,2.5 - 3,White,3.42,Vitreous,Platy - sheet forms (e.g. micas),,"Carlosruizite is a sulfate or selenate – iodate mineral with chemical formula: K6(Na,K)4Na6Mg10(SeO4)12(IO3)12·12H2O.  It has a low density (specific gravity of 3.36), colorless to pale yellow, transparent mineral which crystallizes in the trigonal crystal system. It forms a series with fuenzalidaite."
Carlsbergite,https://en.wikipedia.org/wiki/Carlsbergite,Mineral,CrN,CrN,Cbg,1.BC.15,Cubic,Hexoctahedral,m3m,4/m 3 2/m,Light gray in reflected light with rose tint,,7,,5.9,Metallic,"Oriented microscopic platelets, irregular to feathery grains",,"Carlsbergite is a nitride mineral that has the chemical formula CrN, or chromium nitride."
Carminite,https://en.wikipedia.org/wiki/Carminite,Arsenate minerals,PbFe3+2(AsO4)2(OH)2,PbFe<sup>3+</sup><sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>,Cmt,8.BH.30,Orthorhombic,Dipyramidal,mmm,2/m 2/m 2/m,,Distinct on {110},3+1⁄2,Reddish yellow,5.03 - 5.18,,"Typically bladed crystals, also acicular crystals, in spherical or tufted aggregates and as fibrous or drusy masses",,"Carminite (PbFe3+2(AsO4)2(OH)2) is an anhydrous arsenate mineral containing hydroxyl.[citation needed] It is a rare secondary mineral that is structurally related to palermoite (Li2SrAl4(PO4)4(OH)4). Sewardite (CaFe3+2(AsO4)2(OH)2) is an analogue of carminite, with calcium in sewardite in place of the lead in carminite.  Mawbyite is a dimorph (same formula, different structure) of carminite; mawbyite is monoclinic and carminite is orthorhombic. It has a molar mass of 639.87 g.  It was discovered in 1850 and named for the characteristic carmine colour."
Carnallite,https://en.wikipedia.org/wiki/Carnallite,Halide mineral,KCl.MgCl2·6(H2O),KCl.MgCl<sub>2</sub>·6(H<sub>2</sub>O),Cna,3.BA.10,Orthorhombic,Dipyramidal,mmm,2/m 2/m 2/m,"Blue, colorless, yellow, white, red",None,2.5,White,1.6,Greasy,Fibrous,,"Carnallite (also carnalite) is an evaporite mineral, a hydrated potassium magnesium chloride with formula KMgCl3·6(H2O). It is variably colored yellow to white, reddish, and sometimes colorless or blue. It is usually massive to fibrous with rare pseudohexagonal orthorhombic crystals. The mineral is deliquescent (absorbs moisture from the surrounding air) and specimens must be stored in an airtight container."
Carnotite,https://en.wikipedia.org/wiki/Carnotite,Vanadate mineral,K2(UO2)2 (VO4)2·3H2O,K<sub>2</sub>(UO<sub>2</sub>)<sub>2</sub><br/>(VO<sub>4</sub>)<sub>2</sub><b>·</b>3H<sub>2</sub>O,Cnt,4.HB.05,Monoclinic,Prismatic,2/m,2/m,"Bright yellow to lemon-yellow, may be greenish yellow.","Perfect on {001}, micaceous",2,yellow,4.70,"Dull, earthy; silky when crystalline","Crusts, earthy masses, foliated and granular aggregates.",,"Carnotite is a potassium uranium vanadate radioactive mineral with chemical formula K2(UO2)2(VO4)2·3H2O. The water content can vary and small amounts of calcium, barium, magnesium, iron, and sodium are often present."
Carobbiite,https://en.wikipedia.org/wiki/Carobbiite,Mineral,KF,KF,Crb,3.AA.20,Isometric,m3m (4/m 3 2/m) - Hexoctahedral,,,,Distinct/Good,2-2.5,White,2.505,Vitreous (Glassy),,,
Carpathite,https://en.wikipedia.org/wiki/Carpathite,Organic mineral,C24H12,C<sub>24</sub>H<sub>12</sub>,Cpa,10.BA.30,Monoclinic,Prismatic,2/m,2/m,"Yellow, yellowish brown on exposure","Perfect on [001], [100] and [201]",1.5,Yellow white,1.35,Vitreous - adamantine,Acicular to thin tabular in bladed groups and fibrous radiating aggregates,,"Carpathite is a very rare hydrocarbon mineral, consisting of exceptionally pure coronene (C24H12), a polycyclic aromatic hydrocarbon. The name has been spelled karpatite and the mineral was improperly renamed pendletonite."
Carpholite,https://en.wikipedia.org/wiki/Carpholite,Inosilicate,Mn2+Al2Si2O6(OH)4,Mn<sup>2+</sup>Al<sub>2</sub>Si<sub>2</sub>O<sub>6</sub>(OH)<sub>4</sub>,Car,9.DB.05,Orthorhombic,Dipyramidal,mmm,2/m 2/m 2/m,Yellow,Perfect on {010},5.5-6,,2.935-3.031,Silky,"Prismatic, acicular to fibrous clusters",,Carpholite is a manganese silicate mineral with formula Mn2+Al2Si2O6(OH)4. It occurs as yellow clusters of slender prisms or needles. It crystallizes in the orthorhombic system.
Carrollite,https://en.wikipedia.org/wiki/Carrollite,Sulfide mineral Thiospinel group (Spinel structural group),CuCo2S4,CuCo<sub>2</sub>S<sub>4</sub>,Cli,2.DA.05,Isometric,Hexoctahedral,m3m,4/m 3 2/m,"Light to dark gray, rarely tarnishes to copper red or violet gray",Imperfect on {001},4.5 to 5.5,Grey black,"4.5 to 4.8 measured, 4.83 calculated",Metallic,"Octahedral and cubic crystals, also massive, granular or compact",,"Carrollite, CuCo2S4, is a sulfide of copper and cobalt, often with substantial substitution of nickel for the metal ions, and a member of the linnaeite group.  It is named after the type locality in Carroll County, Maryland, US, at the Patapsco mine, Sykesville."
Caryopilite,https://en.wikipedia.org/wiki/Caryopilite,Phyllosilicate minerals,"(Mn2+,Mg)3Si2O5(OH)4","(Mn<sup>2+</sup>,Mg)<sub>3</sub>Si<sub>2</sub>O<sub>5</sub>(OH)<sub>4</sub>",Cpl,9.ED.15,Monoclinic,Domatic,m,m,"Reddish brown, tanLight brown to yellow in thin section",Perfect on {001},,Light Brown,,Vitreous,,,"Caryopilite (synonymous with ectropite and ektropite) is a brown-colored mineral with formula (Mn2+,Mg)3Si2O5(OH)4. The mineral was discovered in 1889 from a mine in Sweden. It was named for the Greek words for walnut and felt in reference to its appearance."
Cassiterite,https://en.wikipedia.org/wiki/Cassiterite,Oxide minerals,SnO2,SnO<sub>2</sub>,Cst,4.DB.05,Tetragonal,Ditetragonal dipyramidal,4/mmm,4/m 2/m 2/m,"Black, brownish black, reddish brown, brown, red, yellow, gray, white; rarely colorless","{100} imperfect, {110} indistinct; partings on {111} or {011}",6–7,White to brownish,6.98–7.1,"Adamantine to adamantine metallic, splendent; may be greasy on fractures","Pyramidic, prismatic, radially fibrous botryoidal crusts and concretionary masses; coarse to fine granular, massive",,"Cassiterite is a tin oxide mineral, SnO2.  It is generally opaque, but it is translucent in thin crystals. Its luster and multiple crystal faces produce a desirable gem. Cassiterite was the chief tin ore throughout ancient history and remains the most important source of tin today."
Cattierite,https://en.wikipedia.org/wiki/Cattierite,Sulfide mineral,CoS2,CoS<sub>2</sub>,Cat,2.EB.05a,Cubic,Diploidal,m3,2/m 3,Pink to grayish white,Perfect on {001},4,,4.82,Metallic,Cubic crystals and granular intergrowths,,"Cattierite (CoS2) is a cobalt sulfide mineral found in the Democratic Republic of Congo. It was discovered together with the nickel sulfide vaesite by Johannes F. Vaes, a Belgian mineralologist and named after Felicien Cattier, who was chairman of the board of the Union Minière du Haut-Katanga."
Cavansite,https://en.wikipedia.org/wiki/Cavansite,Silicate mineral,Ca(VO)Si4O10·4(H2O),Ca(VO)Si<sub>4</sub>O<sub>10</sub>·4(H2O),Cav,,Orthorhombic,Dipyramidal,mmm,2/m 2/m 2/m,Brilliant sky-blue to greenish blue,Good on {010},3 - 4,Bluish-white,2.25 - 2.33,"Vitreous, pearly",Radiating acicular prismatic crystals commonly as spherulitic rosettes,,"Cavansite, whose name is derived from its chemical composition, calcium vanadium silicate, is a deep blue hydrous calcium vanadium phyllosilicate mineral, occurring as a secondary mineral in basaltic and andesitic rocks along with a variety of zeolite minerals. Discovered in 1967 in Malheur County, Oregon, cavansite is a relatively rare mineral. It is polymorphic with the even rarer mineral, pentagonite. It is most frequently found in Pune, India and in the Deccan Traps, a large igneous province."
Celadonite,https://en.wikipedia.org/wiki/Celadonite,Micas Phyllosilicate,"K(Mg,Fe2+)(Fe3+,Al)[Si4O10](OH)2","K(Mg,Fe<span>2</sub></span>",Cel,,Monoclinic,Spheroidal,2,2,Blue-green to olive to applegreen,perfect on {001},2,,2.95 - 3.05,"Waxy, dull, earthy",,,"Celadonite is a mica group mineral, a phyllosilicate of potassium, iron in both oxidation states, aluminium and hydroxide with formula K(Mg,Fe2+)(Fe3+,Al)[Si4O10](OH)2."
Celestine (mineral),https://en.wikipedia.org/wiki/Celestine_(mineral),Sulfate minerals,SrSO4 sometimes contains minor calcium and/or barium,SrSO<sub>4</sub>sometimescontainsminorcalciumand/orbarium,Clt,7.AD.35,Orthorhombic,Dipyramidal,mmm,2/m 2/m 2/m,"White, Pink, Pale green, Pale brown, Black, Pale blue, Reddish, Greyish; Colourless or lightly tinted in transmitted light","Perfect on {001}, good on {210}, poor on {010}",3.0–3.5,white,3.95–3.97,"Vitreous, pearly on cleavages","Tabular to pyramidal crystals, also fibrous, lamellar, earthy, massive granular",,
